scenario,timestamp,glucose_mgdl,sqi_pct,cgm_age_s,iob_u,cob_g,activity_state,activity_confidence_pct,motion_rms_5m,motion_rms_15m,active_minutes,post_exercise_minutes,basal_u_per_hr,insulin_30m_u,insulin_120m_u,carbs_30m_g,carbs_120m_g,physiology_present,trend_mgdl_min
post_exercise_recovery,50400,128.5,98.0,0.0,0.421,0.0,light,88.0,4.675,4.526,42.0,6.0,0.8,1.04,1.76,5.0,12.0,1,0.283
post_exercise_recovery,50700,129.91,98.0,0.0,0.408,0.0,light,88.0,4.734,4.585,42.5,5.0,0.8,1.05,1.775,5.0,12.0,1,0.282
post_exercise_recovery,51000,131.32,98.0,0.0,0.395,0.0,light,88.0,4.806,4.641,43.0,4.0,0.8,1.06,1.79,5.0,12.0,1,0.282
post_exercise_recovery,51300,132.73,98.0,0.0,0.383,0.0,light,88.0,4.888,4.69,43.5,3.0,0.8,1.07,1.805,5.0,12.0,1,0.282
post_exercise_recovery,51600,134.14,98.0,0.0,0.372,0.0,light,88.0,4.976,4.733,44.0,2.0,0.8,1.08,1.82,5.0,12.0,1,0.282
post_exercise_recovery,51900,135.55,98.0,0.0,0.361,0.0,light,88.0,5.064,4.766,44.5,1.0,0.8,1.09,1.835,5.0,12.0,1,0.281
post_exercise_recovery,52200,136.95,98.0,0.0,0.351,0.0,light,88.0,5.15,4.788,45.0,0.0,0.8,1.1,1.85,5.0,12.0,1,0.281
post_exercise_recovery,52500,138.36,98.0,0.0,0.341,0.0,light,88.0,5.228,4.799,45.5,0.0,0.8,1.11,1.865,5.0,12.0,1,0.281
post_exercise_recovery,52800,139.76,98.0,0.0,0.332,0.0,light,88.0,5.295,4.798,46.0,0.0,0.8,1.12,1.88,5.0,12.0,1,0.281
post_exercise_recovery,53100,141.17,98.0,0.0,0.323,0.0,light,88.0,5.347,4.785,46.5,0.0,0.8,1.13,1.895,5.0,12.0,1,0.281
post_exercise_recovery,53400,142.57,98.0,0.0,0.314,0.0,light,88.0,5.382,4.761,47.0,0.0,0.8,1.14,1.91,5.0,12.0,1,0.281
post_exercise_recovery,53700,143.97,98.0,0.0,0.306,0.0,light,88.0,5.399,4.726,47.5,0.0,0.8,1.15,1.925,5.0,12.0,1,0.281
bad_sqi,54000,176.0,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.0
bad_sqi,54300,176.11,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.023
bad_sqi,54600,176.22,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.02
bad_sqi,54900,176.29,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.016
bad_sqi,55200,176.34,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.009
bad_sqi,55500,176.35,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.002
bad_sqi,55800,176.32,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.006
bad_sqi,56100,176.25,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.013
bad_sqi,56400,176.16,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.019
bad_sqi,56700,176.05,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.022
bad_sqi,57000,175.93,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.023
bad_sqi,57300,175.82,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.022
bad_sqi,57600,175.74,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.018
bad_sqi,57900,175.67,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.012
bad_sqi,58200,175.65,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.005
bad_sqi,58500,175.66,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.003
bad_sqi,58800,175.72,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.01
bad_sqi,59100,175.8,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.016
bad_sqi,59400,175.9,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.021
bad_sqi,59700,176.02,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.023
bad_sqi,60000,176.13,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.023
bad_sqi,60300,176.23,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.02
bad_sqi,60600,176.3,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.015
bad_sqi,60900,176.34,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.008
bad_sqi,61200,176.35,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.0
bad_sqi,61500,176.31,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.007
bad_sqi,61800,176.24,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.014
bad_sqi,62100,176.14,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.019
bad_sqi,62400,176.03,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.022
bad_sqi,62700,175.92,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.023
bad_sqi,63000,175.81,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.021
bad_sqi,63300,175.72,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.017
bad_sqi,63600,175.67,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.011
bad_sqi,63900,175.65,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,-0.004
bad_sqi,64200,175.67,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.004
bad_sqi,64500,175.73,35.0,0.0,0.2,0.0,sedentary,40.0,2.0,1.5,5.0,0.0,0.8,0.2,0.5,0.0,0.0,1,0.011
stale_cgm,64800,136.15,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.0
stale_cgm,65100,136.15,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.001
stale_cgm,65400,136.13,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.003
stale_cgm,65700,136.11,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.004
stale_cgm,66000,136.08,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.006
stale_cgm,66300,136.05,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.007
stale_cgm,66600,136.01,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.007
stale_cgm,66900,135.97,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.007
stale_cgm,67200,135.94,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.007
stale_cgm,67500,135.91,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.006
stale_cgm,67800,135.88,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.005
stale_cgm,68100,135.86,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.004
stale_cgm,68400,135.85,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.002
stale_cgm,68700,135.85,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.0
stale_cgm,69000,135.86,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.002
stale_cgm,69300,135.88,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.003
stale_cgm,69600,135.9,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.005
stale_cgm,69900,135.93,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.006
stale_cgm,70200,135.97,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.007
stale_cgm,70500,136.01,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.007
stale_cgm,70800,136.04,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.007
stale_cgm,71100,136.08,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.007
stale_cgm,71400,136.11,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.006
stale_cgm,71700,136.13,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.005
stale_cgm,72000,136.14,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.003
stale_cgm,72300,136.15,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,0.001
stale_cgm,72600,136.15,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.001
stale_cgm,72900,136.13,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.003
stale_cgm,73200,136.11,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.004
stale_cgm,73500,136.09,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.006
stale_cgm,73800,136.05,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.007
stale_cgm,74100,136.02,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.007
stale_cgm,74400,135.98,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.007
stale_cgm,74700,135.94,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.007
stale_cgm,75000,135.91,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.006
stale_cgm,75300,135.88,97.0,1200.0,0.15,0.0,unknown,93.0,1.5,1.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,1,-0.005
